"SRR" "source" "donor" "BAM" "keep" "stub" "name"
"SRR3986036" "SRR3986036" "LMPP" "BM1077" "SRR3986036.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_13"
"SRR3986037" "SRR3986037" "LMPP" "BM1077" "SRR3986037.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_14"
"SRR3986038" "SRR3986038" "LMPP" "BM1077" "SRR3986038.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_15"
"SRR3986039" "SRR3986039" "LMPP" "BM1077" "SRR3986039.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_16"
"SRR3986040" "SRR3986040" "LMPP" "BM1077" "SRR3986040.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_17"
"SRR3986041" "SRR3986041" "LMPP" "BM1077" "SRR3986041.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_18"
"SRR3986042" "SRR3986042" "LMPP" "BM1077" "SRR3986042.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_19"
"SRR3986043" "SRR3986043" "LMPP" "BM1077" "SRR3986043.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_20"
"SRR3986044" "SRR3986044" "LMPP" "BM1077" "SRR3986044.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_21"
"SRR3986045" "SRR3986045" "LMPP" "BM1077" "SRR3986045.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_22"
"SRR3986046" "SRR3986046" "LMPP" "BM1077" "SRR3986046.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_23"
"SRR3986047" "SRR3986047" "LMPP" "BM1077" "SRR3986047.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_24"
"SRR3986048" "SRR3986048" "LMPP" "BM1077" "SRR3986048.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_25"
"SRR3986049" "SRR3986049" "LMPP" "BM1077" "SRR3986049.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_26"
"SRR3986050" "SRR3986050" "LMPP" "BM1077" "SRR3986050.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_27"
"SRR3986051" "SRR3986051" "LMPP" "BM1077" "SRR3986051.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_28"
"SRR3986052" "SRR3986052" "LMPP" "BM1077" "SRR3986052.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_29"
"SRR3986053" "SRR3986053" "LMPP" "BM1077" "SRR3986053.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_30"
"SRR3986054" "SRR3986054" "LMPP" "BM1077" "SRR3986054.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_31"
"SRR3986055" "SRR3986055" "LMPP" "BM1077" "SRR3986055.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_32"
"SRR3986056" "SRR3986056" "LMPP" "BM1077" "SRR3986056.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_33"
"SRR3986057" "SRR3986057" "LMPP" "BM1077" "SRR3986057.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_34"
"SRR3986058" "SRR3986058" "LMPP" "BM1077" "SRR3986058.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_35"
"SRR3986059" "SRR3986059" "LMPP" "BM1077" "SRR3986059.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_36"
"SRR3986060" "SRR3986060" "LMPP" "BM1077" "SRR3986060.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_37"
"SRR3986061" "SRR3986061" "LMPP" "BM1077" "SRR3986061.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_38"
"SRR3986062" "SRR3986062" "LMPP" "BM1077" "SRR3986062.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_39"
"SRR3986063" "SRR3986063" "LMPP" "BM1077" "SRR3986063.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_40"
"SRR3986064" "SRR3986064" "LMPP" "BM1077" "SRR3986064.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_41"
"SRR3986065" "SRR3986065" "LMPP" "BM1077" "SRR3986065.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_42"
"SRR3986066" "SRR3986066" "LMPP" "BM1077" "SRR3986066.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_43"
"SRR3986067" "SRR3986067" "LMPP" "BM1077" "SRR3986067.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_44"
"SRR3986068" "SRR3986068" "LMPP" "BM1077" "SRR3986068.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_45"
"SRR3986069" "SRR3986069" "LMPP" "BM1077" "SRR3986069.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_46"
"SRR3986070" "SRR3986070" "LMPP" "BM1077" "SRR3986070.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_47"
"SRR3986071" "SRR3986071" "LMPP" "BM1077" "SRR3986071.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_48"
"SRR3986072" "SRR3986072" "LMPP" "BM1077" "SRR3986072.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_49"
"SRR3986073" "SRR3986073" "LMPP" "BM1077" "SRR3986073.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_50"
"SRR3986074" "SRR3986074" "LMPP" "BM1077" "SRR3986074.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_51"
"SRR3986075" "SRR3986075" "LMPP" "BM1077" "SRR3986075.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_52"
"SRR3986077" "SRR3986077" "LMPP" "BM1077" "SRR3986077.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_53"
"SRR3986078" "SRR3986078" "LMPP" "BM1077" "SRR3986078.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_54"
"SRR3986079" "SRR3986079" "LMPP" "BM1077" "SRR3986079.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_55"
"SRR3986080" "SRR3986080" "LMPP" "BM1077" "SRR3986080.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_56"
"SRR3986081" "SRR3986081" "LMPP" "BM1077" "SRR3986081.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_57"
"SRR3986082" "SRR3986082" "LMPP" "BM1077" "SRR3986082.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_58"
"SRR3986083" "SRR3986083" "LMPP" "BM1077" "SRR3986083.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_59"
"SRR3986084" "SRR3986084" "LMPP" "BM1077" "SRR3986084.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_60"
"SRR3986085" "SRR3986085" "LMPP" "BM1077" "SRR3986085.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_61"
"SRR3986086" "SRR3986086" "LMPP" "BM1077" "SRR3986086.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_62"
"SRR3986087" "SRR3986087" "LMPP" "BM1077" "SRR3986087.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_63"
"SRR3986088" "SRR3986088" "LMPP" "BM1077" "SRR3986088.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_64"
"SRR3986089" "SRR3986089" "LMPP" "BM1077" "SRR3986089.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_65"
"SRR3986090" "SRR3986090" "LMPP" "BM1077" "SRR3986090.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_66"
"SRR3986091" "SRR3986091" "LMPP" "BM1077" "SRR3986091.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_67"
"SRR3986092" "SRR3986092" "LMPP" "BM1077" "SRR3986092.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_68"
"SRR3986093" "SRR3986093" "LMPP" "BM1077" "SRR3986093.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_69"
"SRR3986094" "SRR3986094" "LMPP" "BM1077" "SRR3986094.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_70"
"SRR3986095" "SRR3986095" "LMPP" "BM1077" "SRR3986095.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_71"
"SRR3986096" "SRR3986096" "LMPP" "BM1077" "SRR3986096.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_72"
"SRR3986097" "SRR3986097" "LMPP" "BM1077" "SRR3986097.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_73"
"SRR3986098" "SRR3986098" "LMPP" "BM1077" "SRR3986098.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_74"
"SRR3986099" "SRR3986099" "LMPP" "BM1077" "SRR3986099.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_75"
"SRR3986100" "SRR3986100" "LMPP" "BM1077" "SRR3986100.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_76"
"SRR3986101" "SRR3986101" "LMPP" "BM1077" "SRR3986101.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_77"
"SRR3986102" "SRR3986102" "LMPP" "BM1077" "SRR3986102.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_78"
"SRR3986103" "SRR3986103" "LMPP" "BM1077" "SRR3986103.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_79"
"SRR3986104" "SRR3986104" "LMPP" "BM1077" "SRR3986104.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_80"
"SRR3986105" "SRR3986105" "LMPP" "BM1077" "SRR3986105.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_81"
"SRR3986106" "SRR3986106" "LMPP" "BM1077" "SRR3986106.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_82"
"SRR3986107" "SRR3986107" "LMPP" "BM1077" "SRR3986107.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_83"
"SRR3986108" "SRR3986108" "LMPP" "BM1077" "SRR3986108.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_84"
"SRR3986109" "SRR3986109" "LMPP" "BM1077" "SRR3986109.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_85"
"SRR3986110" "SRR3986110" "LMPP" "BM1077" "SRR3986110.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_86"
"SRR3986111" "SRR3986111" "LMPP" "BM1077" "SRR3986111.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_87"
"SRR3986112" "SRR3986112" "LMPP" "BM1077" "SRR3986112.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_88"
"SRR3986113" "SRR3986113" "LMPP" "BM1077" "SRR3986113.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_89"
"SRR3986114" "SRR3986114" "LMPP" "BM1077" "SRR3986114.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_90"
"SRR3986115" "SRR3986115" "LMPP" "BM1077" "SRR3986115.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_91"
"SRR3986116" "SRR3986116" "LMPP" "BM1077" "SRR3986116.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_92"
"SRR3986117" "SRR3986117" "LMPP" "BM1077" "SRR3986117.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_93"
"SRR3986118" "SRR3986118" "LMPP" "BM1077" "SRR3986118.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_94"
"SRR3986119" "SRR3986119" "LMPP" "BM1077" "SRR3986119.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_95"
"SRR3986120" "SRR3986120" "LMPP" "BM1077" "SRR3986120.merged.rCRS.bam" TRUE "BM1077_LMPP" "BM1077_LMPP_96"
"SRR3986121" "SRR3986121" "Monocyte" "PB1022" "SRR3986121.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_1"
"SRR3986122" "SRR3986122" "Monocyte" "PB1022" "SRR3986122.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_2"
"SRR3986123" "SRR3986123" "Monocyte" "PB1022" "SRR3986123.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_3"
"SRR3986124" "SRR3986124" "Monocyte" "PB1022" "SRR3986124.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_4"
"SRR3986125" "SRR3986125" "Monocyte" "PB1022" "SRR3986125.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_5"
"SRR3986126" "SRR3986126" "Monocyte" "PB1022" "SRR3986126.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_6"
"SRR3986127" "SRR3986127" "Monocyte" "PB1022" "SRR3986127.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_7"
"SRR3986128" "SRR3986128" "Monocyte" "PB1022" "SRR3986128.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_8"
"SRR3986129" "SRR3986129" "Monocyte" "PB1022" "SRR3986129.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_9"
"SRR3986130" "SRR3986130" "Monocyte" "PB1022" "SRR3986130.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_10"
"SRR3986131" "SRR3986131" "Monocyte" "PB1022" "SRR3986131.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_11"
"SRR3986132" "SRR3986132" "Monocyte" "PB1022" "SRR3986132.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_12"
"SRR3986133" "SRR3986133" "Monocyte" "PB1022" "SRR3986133.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_13"
"SRR3986134" "SRR3986134" "Monocyte" "PB1022" "SRR3986134.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_14"
"SRR3986135" "SRR3986135" "Monocyte" "PB1022" "SRR3986135.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_15"
"SRR3986136" "SRR3986136" "Monocyte" "PB1022" "SRR3986136.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_16"
"SRR3986137" "SRR3986137" "Monocyte" "PB1022" "SRR3986137.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_17"
"SRR3986138" "SRR3986138" "Monocyte" "PB1022" "SRR3986138.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_18"
"SRR3986139" "SRR3986139" "Monocyte" "PB1022" "SRR3986139.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_19"
"SRR3986140" "SRR3986140" "Monocyte" "PB1022" "SRR3986140.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_20"
"SRR3986141" "SRR3986141" "Monocyte" "PB1022" "SRR3986141.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_21"
"SRR3986142" "SRR3986142" "Monocyte" "PB1022" "SRR3986142.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_22"
"SRR3986143" "SRR3986143" "Monocyte" "PB1022" "SRR3986143.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_23"
"SRR3986144" "SRR3986144" "Monocyte" "PB1022" "SRR3986144.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_24"
"SRR3986145" "SRR3986145" "Monocyte" "PB1022" "SRR3986145.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_25"
"SRR3986146" "SRR3986146" "Monocyte" "PB1022" "SRR3986146.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_26"
"SRR3986147" "SRR3986147" "Monocyte" "PB1022" "SRR3986147.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_27"
"SRR3986148" "SRR3986148" "Monocyte" "PB1022" "SRR3986148.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_28"
"SRR3986149" "SRR3986149" "Monocyte" "PB1022" "SRR3986149.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_29"
"SRR3986150" "SRR3986150" "Monocyte" "PB1022" "SRR3986150.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_30"
"SRR3986151" "SRR3986151" "Monocyte" "PB1022" "SRR3986151.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_31"
"SRR3986152" "SRR3986152" "Monocyte" "PB1022" "SRR3986152.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_32"
"SRR3986153" "SRR3986153" "Monocyte" "PB1022" "SRR3986153.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_33"
"SRR3986154" "SRR3986154" "Monocyte" "PB1022" "SRR3986154.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_34"
"SRR3986155" "SRR3986155" "Monocyte" "PB1022" "SRR3986155.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_35"
"SRR3986156" "SRR3986156" "Monocyte" "PB1022" "SRR3986156.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_36"
"SRR3986157" "SRR3986157" "Monocyte" "PB1022" "SRR3986157.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_37"
"SRR3986158" "SRR3986158" "Monocyte" "PB1022" "SRR3986158.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_38"
"SRR3986159" "SRR3986159" "Monocyte" "PB1022" "SRR3986159.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_39"
"SRR3986160" "SRR3986160" "Monocyte" "PB1022" "SRR3986160.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_40"
"SRR3986161" "SRR3986161" "Monocyte" "PB1022" "SRR3986161.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_41"
"SRR3986162" "SRR3986162" "Monocyte" "PB1022" "SRR3986162.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_42"
"SRR3986163" "SRR3986163" "Monocyte" "PB1022" "SRR3986163.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_43"
"SRR3986164" "SRR3986164" "Monocyte" "PB1022" "SRR3986164.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_44"
"SRR3986165" "SRR3986165" "Monocyte" "PB1022" "SRR3986165.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_45"
"SRR3986166" "SRR3986166" "Monocyte" "PB1022" "SRR3986166.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_46"
"SRR3986167" "SRR3986167" "Monocyte" "PB1022" "SRR3986167.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_47"
"SRR3986168" "SRR3986168" "Monocyte" "PB1022" "SRR3986168.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_48"
"SRR3986169" "SRR3986169" "Monocyte" "PB1022" "SRR3986169.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_49"
"SRR3986170" "SRR3986170" "Monocyte" "PB1022" "SRR3986170.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_50"
"SRR3986171" "SRR3986171" "Monocyte" "PB1022" "SRR3986171.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_51"
"SRR3986172" "SRR3986172" "Monocyte" "PB1022" "SRR3986172.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_52"
"SRR3986173" "SRR3986173" "Monocyte" "PB1022" "SRR3986173.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_53"
"SRR3986174" "SRR3986174" "Monocyte" "PB1022" "SRR3986174.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_54"
"SRR3986175" "SRR3986175" "Monocyte" "PB1022" "SRR3986175.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_55"
"SRR3986176" "SRR3986176" "Monocyte" "PB1022" "SRR3986176.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_56"
"SRR3986177" "SRR3986177" "Monocyte" "PB1022" "SRR3986177.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_57"
"SRR3986178" "SRR3986178" "Monocyte" "PB1022" "SRR3986178.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_58"
"SRR3986179" "SRR3986179" "Monocyte" "PB1022" "SRR3986179.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_59"
"SRR3986180" "SRR3986180" "Monocyte" "PB1022" "SRR3986180.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_60"
"SRR3986181" "SRR3986181" "Monocyte" "PB1022" "SRR3986181.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_61"
"SRR3986182" "SRR3986182" "Monocyte" "PB1022" "SRR3986182.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_62"
"SRR3986183" "SRR3986183" "Monocyte" "PB1022" "SRR3986183.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_63"
"SRR3986184" "SRR3986184" "Monocyte" "PB1022" "SRR3986184.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_64"
"SRR3986185" "SRR3986185" "Monocyte" "PB1022" "SRR3986185.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_65"
"SRR3986186" "SRR3986186" "Monocyte" "PB1022" "SRR3986186.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_66"
"SRR3986187" "SRR3986187" "Monocyte" "PB1022" "SRR3986187.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_67"
"SRR3986188" "SRR3986188" "Monocyte" "PB1022" "SRR3986188.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_68"
"SRR3986189" "SRR3986189" "Monocyte" "PB1022" "SRR3986189.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_69"
"SRR3986190" "SRR3986190" "Monocyte" "PB1022" "SRR3986190.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_70"
"SRR3986191" "SRR3986191" "Monocyte" "PB1022" "SRR3986191.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_71"
"SRR3986192" "SRR3986192" "Monocyte" "PB1022" "SRR3986192.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_72"
"SRR3986193" "SRR3986193" "Monocyte" "PB1022" "SRR3986193.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_73"
"SRR3986194" "SRR3986194" "Monocyte" "PB1022" "SRR3986194.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_74"
"SRR3986195" "SRR3986195" "Monocyte" "PB1022" "SRR3986195.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_75"
"SRR3986196" "SRR3986196" "Monocyte" "PB1022" "SRR3986196.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_76"
"SRR3986197" "SRR3986197" "Monocyte" "PB1022" "SRR3986197.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_77"
"SRR3986198" "SRR3986198" "Monocyte" "PB1022" "SRR3986198.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_78"
"SRR3986199" "SRR3986199" "Monocyte" "PB1022" "SRR3986199.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_79"
"SRR3986200" "SRR3986200" "Monocyte" "PB1022" "SRR3986200.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_80"
"SRR3986201" "SRR3986201" "Monocyte" "PB1022" "SRR3986201.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_81"
"SRR3986202" "SRR3986202" "Monocyte" "PB1022" "SRR3986202.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_82"
"SRR3986203" "SRR3986203" "Monocyte" "PB1022" "SRR3986203.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_83"
"SRR3986204" "SRR3986204" "Monocyte" "PB1022" "SRR3986204.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_84"
"SRR3986205" "SRR3986205" "Monocyte" "PB1022" "SRR3986205.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_85"
"SRR3986206" "SRR3986206" "Monocyte" "PB1022" "SRR3986206.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_86"
"SRR3986207" "SRR3986207" "Monocyte" "PB1022" "SRR3986207.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_87"
"SRR3986208" "SRR3986208" "Monocyte" "PB1022" "SRR3986208.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_88"
"SRR3986209" "SRR3986209" "Monocyte" "PB1022" "SRR3986209.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_89"
"SRR3986210" "SRR3986210" "Monocyte" "PB1022" "SRR3986210.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_90"
"SRR3986211" "SRR3986211" "Monocyte" "PB1022" "SRR3986211.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_91"
"SRR3986212" "SRR3986212" "Monocyte" "PB1022" "SRR3986212.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_92"
"SRR3986213" "SRR3986213" "Monocyte" "PB1022" "SRR3986213.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_93"
"SRR3986214" "SRR3986214" "Monocyte" "PB1022" "SRR3986214.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_94"
"SRR3986215" "SRR3986215" "Monocyte" "PB1022" "SRR3986215.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_95"
"SRR3986216" "SRR3986216" "Monocyte" "PB1022" "SRR3986216.merged.rCRS.bam" TRUE "PB1022_Monocyte" "PB1022_Monocyte_96"
